3011,kościański,30,PKS,"722,53 ",79 183,Henryk Bartoszewski,False,al. Kościuszki 22 64-000 Kościan,https://pl.wikipedia.org//wiki/Powiat_ko%C5%9Bcia%C5%84ski
2206,kościerski,22,GKS,1166 ,72 688,Grzegorz Zabrocki,False,ul. 3 Maja 9c 83-400 Kościerzyna,https://pl.wikipedia.org//wiki/Powiat_ko%C5%9Bcierski
1407,kozienicki,14,WKZ,"916,96 ",59 592,Krzysztof Wolski,False,ul. Kochanowskiego 28 26-900 Kozienice,https://pl.wikipedia.org//wiki/Powiat_kozienicki
1206,krakowski,12,"KRA, KRK","1229,62 ",301 357,Elżbieta Burtan,False,al. Słowackiego 20 30-037Kraków,https://pl.wikipedia.org//wiki/Powiat_krakowski
1261011,kraków,12,"KR, KK","326,85",806 200,Aleksander Miszalski,True,plac Wszystkich Świętych 3-4 31-004 Kraków,https://pl.wikipedia.org//wiki/Krak%C3%B3w
1605,krapkowicki,16,OKR,"442,35 ",63 747,Maciej Sonik,False,ul. Kilińskiego 1 47-303 Krapkowice,https://pl.wikipedia.org//wiki/Powiat_krapkowicki
0606,krasnostawski,06,LKS,"1067,18 ",62 552,Janusz Szpak,False,ul. Sobieskiego 3 22-300 Krasnystaw,https://pl.wikipedia.org//wiki/Powiat_krasnostawski
0607,kraśnicki,06,LKR,"1005,34 ",93 383,Zbigniew Dżugaj,False,ul. Aleja Niepodległości 20 23-210 Kraśnik,https://pl.wikipedia.org//wiki/Powiat_kra%C5%9Bnicki
1861011,krosno,18,"RK, YK","44,72 ",44 322,Piotr Przytocki,True,"ul. Lwowska 28a, ul. Staszica 2 38-400 Krosno",https://pl.wikipedia.org//wiki/Krosno
1807,krośnieński,18,"RKR, YKR","923,79 ",108 922,Jan Pelczar,False,,https://pl.wikipedia.org//wiki/Powiat_kro%C5%9Bnie%C5%84ski_(wojew%C3%B3dztwo_podkarpackie)
0802,krośnieński,08,FKR,1391 ,54 598,Grzegorz Garczyński,False,ul. Piastów 10b 66-600 Krosno Odrzańskie,https://pl.wikipedia.org//wiki/Powiat_kro%C5%9Bnie%C5%84ski_(wojew%C3%B3dztwo_lubuskie)
3012,krotoszyński,30,PKR,"714,23 ",77 274,Stanisław Szczotka,False,ul. 56 Pułku Piechoty Wlkp.10 63-700 Krotoszyn,https://pl.wikipedia.org//wiki/Powiat_krotoszy%C5%84ski
1002,kutnowski,10,EKU,"886,86 ",95 516,Daniel Kowalik,False,ul. Kościuszki 16 99-300 Kutno,https://pl.wikipedia.org//wiki/Powiat_kutnowski
2207,kwidzyński,22,GKW,835 ,83 174,Tomasz Frejnagiel,False,ul. Kościuszki 29b 82-500 Kwidzyn,https://pl.wikipedia.org//wiki/Powiat_kwidzy%C5%84ski
1408,legionowski,14,WL,"389,86 ",119 882,Roman Smogorzewski,False,ul. gen. Wł. Sikorskiego 11 05-119 Legionowo,https://pl.wikipedia.org//wiki/Powiat_legionowski
0262011,legnica,02,DL,"56,29 ",92 568,Maciej Kupaj,True,pl. Słowiański 8 59-220 Legnica,https://pl.wikipedia.org//wiki/Legnica
0209,legnicki,02,DLE,"744,6 ",54 990,Adam Babuśka,False,pl. Słowiański 1 59-220 Legnica,https://pl.wikipedia.org//wiki/Powiat_legnicki
1821,leski,18,RLS,"834,94 ",26 441,Wojciech Stelmach,False,Rynek 1 38-600 Lesko,https://pl.wikipedia.org//wiki/Powiat_leski
3013,leszczyński,30,PLE,"804,65 ",57 201,Jarosław Wawrzyniak,False,pl. Kościuszki 4b 64-100 Leszno,https://pl.wikipedia.org//wiki/Powiat_leszczy%C5%84ski
3063011,leszno,30,PL,"31,9",58 318,Grzegorz Rusiecki,True,ul. Karasia 15 64-100 Leszno,https://pl.wikipedia.org//wiki/Leszno
1808,leżajski,18,RLE,"583,01 ",69 370,Marek Śliż,False,ul. Kopernika 8 37-300 Leżajsk,https://pl.wikipedia.org//wiki/Powiat_le%C5%BCajski
2208,lęborski,22,GLE,707 ,63 793,Alicja Zajączkowska,False,ul. Czołgistów 5 84-300 Lębork,https://pl.wikipedia.org//wiki/Powiat_l%C4%99borski
2809,lidzbarski,28,NLI,"924,42 ",41 180,Jan Harhaj,False,ul. Wyszyńskiego 37 11-100 Lidzbark Warmiński,https://pl.wikipedia.org//wiki/Powiat_lidzbarski
1207,limanowski,12,KLI,"951,96 ",131 764,Mieczysław Uryga,False,ul. Józefa Marka 9 34-600 Limanowa,https://pl.wikipedia.org//wiki/Powiat_limanowski
